question_id,passage_id
1885,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1886,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4089887"", ""B4104162"", ""B4082543"", ""Q2181577"", ""B4088895""]"
1887,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4089887"", ""B4104162"", ""B4088895"", ""A24685"", ""B4082543""]"
1888,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735""]"
1889,"[""B4093358"", ""Q165044"", ""B4083008"", ""B4100516"", ""Q704354"", ""Q7166810"", ""B4084974"", ""B4091029"", ""B4081117"", ""B4099096""]"
1890,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""Q1814818"", ""B4092520"", ""B4089887"", ""B4082543"", ""B4114050""]"
1891,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1892,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""B4100245"", ""Q2797526"", ""B4115607"", ""Q2706407"", ""B4117901"", ""Q1378975""]"
1893,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1894,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2706407"", ""Q2797526"", ""Q1378975"", ""B4117901"", ""Q63510"", ""Q2181577""]"
1895,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4088132"", ""B4107106"", ""B4097838""]"
1896,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1897,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1898,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
1899,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1900,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4115607"", ""B4109133"", ""Q1994735""]"
1901,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4092520"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4088935""]"
1902,"[""A24574"", ""B4110017"", ""B4086159"", ""B4088943"", ""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4118578"", ""B4095433""]"
1903,"[""B4117488"", ""A25519"", ""B4116252"", ""B4118706"", ""B4085035"", ""Q790099"", ""Q1226760"", ""B4081314"", ""Q62408"", ""Q1960177""]"
1904,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1905,"[""B4099096"", ""B4115526"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4118578"", ""B4114896"", ""B4104123"", ""B4109020""]"
1906,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4100245"", ""B4118578"", ""B4104123"", ""B4093634"", ""Q1994735""]"
1907,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
1908,"[""B4103496"", ""B4082397"", ""B4114778"", ""B4098953"", ""B4114611"", ""A30448"", ""B4108927"", ""A42600"", ""B4117265"", ""B4104490""]"
1909,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1910,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4089777"", ""B4109020"", ""B4095055""]"
1911,"[""B4099096"", ""B4092301"", ""B4115526"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4100245""]"
1912,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4118157"", ""B4109020"", ""B4094622"", ""Q63510"", ""B4118060"", ""Q2181577"", ""B4095055""]"
1913,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1914,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1915,"[""B4099096"", ""B4084039"", ""Q1365891"", ""B4092281"", ""Q1378975"", ""Q2797526"", ""B4117901"", ""B4109020"", ""B4095055"", ""B4081831""]"
1916,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1917,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4100245"", ""Q478642""]"
1918,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4094622"", ""B4104969"", ""B4085127"", ""B4088933""]"
1919,"[""B4083170"", ""B4100558"", ""B4115396"", ""B4109256"", ""B4116535"", ""B4094027"", ""B4119426"", ""B4106643"", ""B4088043"", ""B4096532""]"
1920,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4100245"", ""B4088935""]"
1921,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4107820"", ""B4116446"", ""B4091840"", ""B4091684"", ""B4092281"", ""Q478642"", ""B4088935""]"
1922,"[""A27253"", ""B4116012"", ""B4080557"", ""B4097866"", ""B4117666"", ""B4082072"", ""B4082543"", ""B4117050"", ""B4119768"", ""B4111869""]"
1923,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4118578"", ""B4095433"", ""B4092518"", ""B4115607"", ""B4113019"", ""B4104123""]"
1924,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1925,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""Q1814818"", ""B4092520"", ""B4088935"", ""B4089887""]"
1926,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4089887"", ""B4104162"", ""B4082543"", ""B4088895"", ""A24685""]"
1927,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4100245"", ""B4117435"", ""B4104162"", ""B4089887"", ""B4115607"", ""B4100172""]"
1928,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1929,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1930,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1931,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684""]"
1932,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4084039"", ""B4091632"", ""B4088320"", ""B4113019"", ""B4118578"", ""B4095433"", ""Q1814818""]"
1933,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4115526"", ""B4084039"", ""B4092281"", ""A13636"", ""B4114896"", ""B4105929"", ""B4109020""]"
1934,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4084039"", ""B4092281"", ""B4109020"", ""B4095055""]"
1935,"[""B4099096"", ""B4091632"", ""Q2095"", ""B4084039"", ""B4088320"", ""B4100245"", ""Q3303463"", ""B4118578"", ""B4115607"", ""B4095433""]"
1936,"[""B4107444"", ""B4119058"", ""B4108425"", ""B4105826"", ""A33538"", ""B4110040"", ""B4083970"", ""A20474"", ""B4108077"", ""B4111805""]"
1937,"[""Q2669127"", ""B4106334"", ""B4089470"", ""Q26691"", ""B4108063"", ""Q208714"", ""Q742349"", ""B4099096"", ""B4084039"", ""B4092281""]"
1938,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1939,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1940,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""B4114050"", ""Q1994735"", ""Q1378975"", ""B4117901"", ""B4102749""]"
1941,"[""B4119893"", ""Q334401"", ""B4088318"", ""Q2933051"", ""B4105470"", ""Q485954"", ""B4089468"", ""B4100929"", ""B4087945"", ""B4082254""]"
1942,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103183""]"
1943,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4114050"", ""B4094622"", ""Q1994735"", ""B4085127""]"
1944,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
1945,"[""B4089907"", ""B4083385"", ""B4098474"", ""B4081538"", ""B4106764"", ""B4110701"", ""B4109593"", ""B4093556"", ""B4116430"", ""B4106350""]"
1946,"[""B4099096"", ""B4084039"", ""B4091632"", ""B4088320"", ""B4113019"", ""Q1814818"", ""B4088203"", ""B4118578"", ""B4095433"", ""Q1994735""]"
1947,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103183""]"
1948,"[""B4099096"", ""B4084039"", ""B4091632"", ""B4088320"", ""B4113019"", ""B4118578"", ""B4095433"", ""Q1814818"", ""B4109020"", ""B4095055""]"
1949,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
1950,"[""B4099096"", ""B4092301"", ""B4115526"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4100245""]"
1951,"[""A31890"", ""A31889"", ""B4087011"", ""A30228"", ""B4099208"", ""B4088547"", ""B4100487"", ""B4085676"", ""B4085474"", ""B4119894""]"
1952,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1953,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4114050"", ""B4082543"", ""Q1814818""]"
1954,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1955,"[""Q958822"", ""B4114811"", ""Q161829"", ""B4083251"", ""B4096160"", ""B4110260"", ""B4099096"", ""B4092281"", ""B4084039"", ""B4118523""]"
1956,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1957,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4114050"", ""Q1994735"", ""B4109020"", ""B4094622"", ""B4095055"", ""B4081831"", ""B4088787""]"
1958,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4099096"", ""B4092281"", ""B4084039"", ""B4114050"", ""Q1994735"", ""B4094622"", ""B4109020""]"
1959,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4109020""]"
1960,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4118578"", ""B4104123"", ""B4115607"", ""B4093634"", ""Q1994735""]"
1961,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4106357"", ""B4100245"", ""B4104708"", ""B4088203"", ""Q1994735"", ""B4085150"", ""B4113096""]"
1962,"[""B4114807"", ""B4108898"", ""Q38675"", ""B4107476"", ""B4086353"", ""Q56447231"", ""B4108149"", ""B4114620"", ""B4103221"", ""B4095938""]"
1963,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4084039"", ""B4092281"", ""B4109020"", ""B4095055""]"
1964,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4114050"", ""Q1994735"", ""B4092518"", ""B4082259"", ""B4094622"", ""B4109020"", ""B4097819""]"
1965,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1966,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1967,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4118523"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543""]"
1968,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4118578"", ""B4104123"", ""B4113019"", ""Q1994735"", ""B4115607""]"
1969,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4104162"", ""B4089887"", ""B4088895"", ""B4114050"", ""B4082543""]"
1970,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4088132"", ""B4107106"", ""B4097838""]"
1971,"[""B4081348"", ""B4108217"", ""B4090530"", ""B4117338"", ""B4113403"", ""B4108129"", ""B4114237"", ""B4095783"", ""B4103426"", ""B4104372""]"
1972,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4084124"", ""B4082543"", ""B4097634""]"
1973,"[""B4086318"", ""B4102111"", ""B4104696"", ""B4105343"", ""B4082125"", ""B4119613"", ""B4108007"", ""B4089177"", ""B4097085"", ""B4114788""]"
1974,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4100245"", ""B4114050"", ""Q1994735"", ""B4094622"", ""B4109020"", ""B4095055"", ""B4081831""]"
1975,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4100245"", ""B4105929"", ""Q1994735"", ""B4082543""]"
1976,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4109020"", ""B4095055"", ""B4081831""]"
1977,"[""B4099096"", ""B4084039"", ""Q1365891"", ""B4092281"", ""Q1378975"", ""Q2797526"", ""B4117901"", ""B4109020"", ""B4095055"", ""B4081831""]"
1978,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4118578"", ""B4104123"", ""B4096257"", ""Q1994735"", ""B4115607""]"
1979,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1980,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4091632"", ""Q2095"", ""B4084039"", ""B4088320"", ""B4095433"", ""Q3303463"", ""B4118578""]"
1981,"[""Q604770"", ""B4102149"", ""B4112966"", ""B4118569"", ""B4089116"", ""B4107014"", ""B4103448"", ""B4106776"", ""B4115306"", ""B4097373""]"
1982,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""Q2095"", ""B4084039"", ""B4092281"", ""B4116446""]"
1983,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
1984,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103183""]"
1985,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""Q1814818"", ""B4092520"", ""B4089887"", ""B4082543"", ""B4114050""]"
1986,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1987,"[""B4083170"", ""B4100558"", ""B4109256"", ""B4115396"", ""B4116535"", ""B4094027"", ""B4119426"", ""B4106643"", ""B4088043"", ""B4096532""]"
1988,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1989,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
1990,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
1991,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4104162"", ""B4089887"", ""B4088895"", ""B4114050"", ""A24685""]"
1992,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1993,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4099096"", ""B4115526"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935""]"
1994,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
1995,"[""B4099096"", ""B4084039"", ""Q1365891"", ""B4092281"", ""Q1378975"", ""Q2797526"", ""B4117901"", ""B4109020"", ""B4095055"", ""B4081831""]"
1996,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4092518"", ""B4108190"", ""Q1994735"", ""B4094622"", ""B4109020"", ""B4082259"", ""B4088787""]"
1997,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4089887"", ""B4104162"", ""B4088895"", ""A24685"", ""B4082543""]"
1998,"[""Q604770"", ""B4102149"", ""B4112966"", ""B4118569"", ""B4089116"", ""B4107014"", ""B4103448"", ""B4106776"", ""B4115306"", ""B4097373""]"
1999,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2000,"[""Q604770"", ""B4102149"", ""B4112966"", ""B4118569"", ""B4089116"", ""B4107014"", ""B4103448"", ""B4106776"", ""B4097373"", ""B4101969""]"
2001,"[""B4104444"", ""B4081645"", ""A19985"", ""B4101131"", ""B4087860"", ""A24220"", ""A25676"", ""A24769"", ""A34050"", ""B4099050""]"
2002,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
2003,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4115526"", ""B4084039"", ""B4092281"", ""Q1365891""]"
2004,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
2005,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2006,"[""B4119490"", ""A15356"", ""B4118606"", ""B4118974"", ""B4082071"", ""B4099096"", ""B4091632"", ""B4088320"", ""B4084039"", ""B4095433""]"
2007,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2008,"[""B4099096"", ""B4084039"", ""Q1365891"", ""B4092281"", ""Q1378975"", ""Q2797526"", ""B4117901"", ""B4109020"", ""B4095055"", ""B4081831""]"
2009,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4088935"", ""Q478642""]"
2010,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
2011,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887""]"
2012,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2706407"", ""Q2797526"", ""Q1378975"", ""B4117901"", ""Q63510"", ""Q2181577""]"
2013,"[""B4103066"", ""B4107947"", ""B4109925"", ""Q7122951"", ""B4111644"", ""Q21129"", ""Q159076"", ""Q1943382"", ""Q1661351"", ""Q1377406""]"
2014,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543"", ""Q1814818""]"
2015,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4116446""]"
2016,"[""B4089907"", ""B4083385"", ""B4098474"", ""B4081538"", ""B4106764"", ""B4110701"", ""B4109593"", ""B4093556"", ""B4116430"", ""B4106350""]"
2017,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4109020""]"
2018,"[""B4099096"", ""B4092520"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4089887"", ""Q1814818"", ""B4082543"", ""B4114050""]"
2019,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543"", ""Q1814818""]"
2020,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4114050""]"
2021,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""B4118523"", ""Q2797526"", ""Q1378975"", ""B4114050"", ""B4117901"", ""Q1994735""]"
2022,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2023,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4115607"", ""B4109133"", ""Q1994735""]"
2024,"[""B4119893"", ""Q334401"", ""B4088318"", ""Q2933051"", ""B4105470"", ""Q485954"", ""B4089468"", ""B4100929"", ""B4087945"", ""B4082254""]"
2025,"[""B4099096"", ""B4081820"", ""B4114050"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q2181577"", ""Q63510"", ""B4082543""]"
2026,"[""B4081240"", ""Q37442"", ""B4110318"", ""Q1645474"", ""B4097771"", ""B4086028"", ""B4098838"", ""B4106823"", ""B4112547"", ""B4081125""]"
2027,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4092022"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4109020"", ""B4095055""]"
2028,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
2029,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2030,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""Q1814818"", ""B4082543"", ""B4115607""]"
2031,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2032,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4109067"", ""B4081599"", ""B4087599"", ""B4092273""]"
2033,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2034,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4115526"", ""B4107820"", ""B4116446"", ""B4091840"", ""B4091684"", ""B4092281"", ""Q478642""]"
2035,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2036,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4092520"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4088935""]"
2037,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
2038,"[""Q1936204"", ""B4111838"", ""B4082198"", ""Q152519"", ""B4081971"", ""Q1120038"", ""B4115230"", ""B4092824"", ""B4104668"", ""B4106934""]"
2039,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433""]"
2040,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""Q1378975"", ""B4114050"", ""B4117901"", ""Q1994735"", ""B4082353""]"
2041,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""Q1814818"", ""B4082543"", ""B4115607""]"
2042,"[""Q161665"", ""B4094181"", ""Q42233"", ""Q637776"", ""Q3399824"", ""B4112466"", ""Q208040"", ""Q26696"", ""B4083111"", ""Q1476258""]"
2043,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4118523""]"
2044,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
2045,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4104162"", ""B4098602"", ""B4089887"", ""B4118514"", ""B4090336""]"
2046,"[""B4083170"", ""B4100558"", ""B4115396"", ""B4109256"", ""B4116535"", ""B4094027"", ""B4119426"", ""B4106643"", ""B4096532"", ""B4088043""]"
